,state_abbrev,county,latitude,longitude
658,IL,Massac,37.216119,–88.705658
659,IL,Menard,40.022569,–89.794133
660,IL,Mercer,41.204791,–90.741433
661,IL,Monroe,38.277983,–90.179078
662,IL,Montgomery,39.228092,–89.478007
663,IL,Morgan,39.716806,–90.202277
664,IL,Moultrie,39.636896,–88.625726
665,IL,Ogle,42.041884,–89.320176
666,IL,Peoria,40.785999,–89.767358
667,IL,Perry,38.084385,–89.368487
668,IL,Piatt,40.009056,–88.592328
669,IL,Pike,39.625106,–90.889034
670,IL,Pope,37.417169,–88.542374
671,IL,Pulaski,37.215615,–89.127755
672,IL,Putnam,41.19894,–89.298386
673,IL,Randolph,38.056515,–89.821210
674,IL,Richland,38.71155,–88.085698
675,IL,Rock Island,41.468404,–90.572203
676,IL,St Clair,38.470198,–89.928546
677,IL,Saline,37.751653,–88.545031
678,IL,Sangamon,39.756378,–89.662311
679,IL,Schuyler,40.156905,–90.613464
680,IL,Scott,39.63698,–90.477759
681,IL,Shelby,39.384926,–88.798862
682,IL,Stark,41.096908,–89.797411
683,IL,Stephenson,42.349726,–89.665994
684,IL,Tazewell,40.508074,–89.516260
685,IL,Union,37.475104,–89.252875
686,IL,Vermilion,40.18674,–87.726772
687,IL,Wabash,38.445821,–87.839167
688,IL,Warren,40.850441,–90.620223
689,IL,Washington,38.353141,–89.417187
690,IL,Wayne,38.431948,–88.432129
691,IL,White,38.087372,–88.178585
692,IL,Whiteside,41.750571,–89.910957
693,IL,Will,41.448474,–87.978456
694,IL,Williamson,37.730353,–88.930018
695,IL,Winnebago,42.337396,–89.161205
696,IL,Woodford,40.789596,–89.210301
697,IN,Adams,40.745733,–84.936131
698,IN,Allen,41.091855,–85.072230
699,IN,Bartholomew,39.205843,–85.897999
700,IN,Benton,40.608253,–87.315479
701,IN,Blackford,40.472672,–85.323730
702,IN,Boone,40.050892,–86.469014
703,IN,Brown,39.192585,–86.239410
704,IN,Carroll,40.58498,–86.565141
705,IN,Cass,40.753799,–86.355169
706,IN,Clark,38.476217,–85.711122
707,IN,Clay,39.393951,–87.115837
708,IN,Clinton,40.305944,–86.477567
709,IN,Crawford,38.289433,–86.440871
710,IN,Daviess,38.696155,–87.076988
711,IN,Dearborn,39.151491,–84.973460
712,IN,Decatur,39.30598,–85.499831
713,IN,DeKalb,41.401189,–85.000185
714,IN,Delaware,40.227165,–85.398856
715,IN,Dubois,38.373344,–86.873385
716,IN,Elkhart,41.600693,–85.863986
717,IN,Fayette,39.639655,–85.185032
718,IN,Floyd,38.317937,–85.911474
719,IN,Fountain,40.121282,–87.234806
720,IN,Franklin,39.409762,–85.066964
721,IN,Fulton,41.050384,–86.265006
722,IN,Gibson,38.317413,–87.580566
723,IN,Grant,40.515758,–85.654946
724,IN,Greene,39.0486,–87.005245
725,IN,Hamilton,40.04987,–86.020586
726,IN,Hancock,39.822604,–85.772904
727,IN,Harrison,38.18644,–86.103681
728,IN,Hendricks,39.768749,–86.510287
729,IN,Henry,39.929576,–85.397338
730,IN,Howard,40.483537,–86.114118
731,IN,Huntington,40.826394,–85.478598
732,IN,Jackson,38.911957,–86.042516
733,IN,Jasper,41.017688,–87.118814
734,IN,Jay,40.434972,–85.003380
735,IN,Jefferson,38.783604,–85.440090
736,IN,Jennings,38.996234,–85.628111
737,IN,Johnson,39.495986,–86.094600
738,IN,Knox,38.688663,–87.420182
739,IN,Kosciusko,41.244293,–85.861575
740,IN,LaGrange,41.642468,–85.426302
741,IN,Lake,41.472239,–87.374337
742,IN,LaPorte,41.549011,–86.744729
743,IN,Lawrence,38.839815,–86.487820
744,IN,Madison,40.166203,–85.722454
745,IN,Marion,39.782976,–86.135794
746,IN,Marshall,41.325003,–86.269036
747,IN,Martin,38.705322,–86.801847
748,IN,Miami,40.772881,–86.044259
749,IN,Monroe,39.160751,–86.523325
750,IN,Montgomery,40.040296,–86.892715
751,IN,Morgan,39.482646,–86.447457
752,IN,Newton,40.962399,–87.402172
753,IN,Noble,41.400794,–85.417850
754,IN,Ohio,38.940527,–84.964299
755,IN,Orange,38.547381,–86.489257
756,IN,Owen,39.317339,–86.838845
757,IN,Parke,39.77425,–87.196950
758,IN,Perry,38.081436,–86.626540
759,IN,Pike,38.397898,–87.232532
760,IN,Porter,41.509922,–87.071308
761,IN,Posey,38.027614,–87.868653
762,IN,Pulaski,41.045272,–86.692538
763,IN,Putnam,39.665545,–86.853325
764,IN,Randolph,40.164414,–85.005004
765,IN,Ripley,39.10023,–85.260541
766,IN,Rush,39.622312,–85.466527
767,IN,St Joseph,41.617699,–86.288159
768,IN,Scott,38.679431,–85.751898
769,IN,Shelby,39.524135,–85.792174
770,IN,Spencer,38.009789,–87.010645
771,IN,Starke,41.28322,–86.647570
772,IN,Steuben,41.643437,–85.002467
773,IN,Sullivan,39.089225,–87.415843
774,IN,Switzerland,38.825846,–85.029679
775,IN,Tippecanoe,40.38926,–86.893943
776,IN,Tipton,40.310229,–86.056207
777,IN,Union,39.623111,–84.925152
778,IN,Vanderburgh,38.02007,–87.586166
779,IN,Vermillion,39.854045,–87.462071
780,IN,Vigo,39.429143,–87.390375
781,IN,Wabash,40.843717,–85.795175
782,IN,Warren,40.352658,–87.375847
783,IN,Warrick,38.097764,–87.272023
784,IN,Washington,38.600613,–86.104751
785,IN,Wayne,39.863091,–85.006735
786,IN,Wells,40.735273,–85.212974
787,IN,White,40.75095,–86.864293
788,IN,Whitley,41.136426,–85.501892
789,IA,Adair,41.328528,–94.478164
790,IA,Adams,41.021656,–94.696906
791,IA,Allamakee,43.274964,–91.382751
792,IA,Appanoose,40.744683,–92.870345
793,IA,Audubon,41.679178,–94.904312
794,IA,Benton,42.092547,–92.057630
795,IA,Black Hawk,42.472888,–92.306059
796,IA,Boone,42.038601,–93.939138
797,IA,Bremer,42.78089,–92.327586
798,IA,Buchanan,42.470328,–91.838666
799,IA,Buena Vista,42.741522,–95.141433
800,IA,Butler,42.734708,–92.780066
801,IA,Calhoun,42.38617,–94.643683
802,IA,Carroll,42.039492,–94.867647
803,IA,Cass,41.333824,–94.933302
804,IA,Cedar,41.772355,–91.132190
805,IA,Cerro Gordo,43.075171,–93.251266
806,IA,Cherokee,42.742738,–95.633262
807,IA,Chickasaw,43.059741,–92.317210
808,IA,Clarke,41.029191,–93.784096
809,IA,Clay,43.079822,–95.149726
810,IA,Clayton,42.840998,–91.323511
811,IA,Clinton,41.898073,–90.534243
812,IA,Crawford,42.043119,–95.389090
813,IA,Dallas,41.685321,–94.040707
814,IA,Davis,40.748089,–92.410345
815,IA,Decatur,40.736379,–93.784580
816,IA,Delaware,42.473003,–91.359443
817,IA,Des Moines,40.915339,–91.186925
818,IA,Dickinson,43.389611,–95.196057
819,IA,Dubuque,42.463481,–90.878771
820,IA,Emmet,43.377984,–94.669370
821,IA,Fayette,42.86445,–91.839373
822,IA,Floyd,43.052741,–92.787367
823,IA,Franklin,42.736549,–93.271425
824,IA,Fremont,40.743726,–95.599516
825,IA,Greene,42.042494,–94.388703
826,IA,Grundy,42.403323,–92.790261
827,IA,Guthrie,41.683573,–94.501272
828,IA,Hamilton,42.390768,–93.709198
829,IA,Hancock,43.075411,–93.743697
830,IA,Hardin,42.389955,–93.241081
831,IA,Harrison,41.688584,–95.827149
832,IA,Henry,40.985864,–91.544270
833,IA,Howard,43.365313,–92.321908
834,IA,Humboldt,42.782221,–94.202775
835,IA,Ida,42.39186,–95.507421
836,IA,Iowa,41.683918,–92.059123
837,IA,Jackson,42.164281,–90.574597
838,IA,Jasper,41.685686,–93.052971
839,IA,Jefferson,41.00688,–91.967137
840,IA,Johnson,41.668737,–91.588812
841,IA,Jones,42.125118,–91.116914
842,IA,Keokuk,41.331182,–92.167721
843,IA,Kossuth,43.212478,–94.213983
844,IA,Lee,40.647588,–91.477157
845,IA,Linn,42.077951,–91.597674
846,IA,Louisa,41.218211,–91.256994
847,IA,Lucas,41.033344,–93.331467
848,IA,Lyon,43.38358,–96.207201
849,IA,Madison,41.330622,–94.015184
850,IA,Mahaska,41.330797,–92.636366
851,IA,Marion,41.331455,–93.093849
852,IA,Marshall,42.041691,–92.981452
853,IA,Mills,41.033703,–95.619101
854,IA,Mitchell,43.348564,–92.784466
855,IA,Monona,42.049432,–95.956566
856,IA,Monroe,41.028847,–92.869642
857,IA,Montgomery,41.021735,–95.157790
858,IA,Muscatine,41.483776,–91.118699
859,IA,O'Brien,43.083746,–95.625624
860,IA,Osceola,43.378542,–95.633788
861,IA,Page,40.73909,–95.144290
862,IA,Palo Alto,43.075854,–94.667297
863,IA,Plymouth,42.737585,–96.215864
864,IA,Pocahontas,42.734033,–94.678279
865,IA,Polk,41.684281,–93.569720
866,IA,Pottawattamie,41.340184,–95.544905
867,IA,Poweshiek,41.684526,–92.522882
868,IA,Ringgold,40.735334,–94.244251
869,IA,Sac,42.387526,–95.105224
870,IA,Scott,41.641679,–90.622290
871,IA,Shelby,41.679014,–95.308917
872,IA,Sioux,43.082854,–96.177929
873,IA,Story,42.037538,–93.466093
874,IA,Tama,42.074848,–92.529412
875,IA,Taylor,40.737949,–94.697108
876,IA,Union,41.02855,–94.245091
877,IA,Van Buren,40.754117,–91.952943
878,IA,Wapello,41.031263,–92.409482
879,IA,Warren,41.336769,–93.564366
880,IA,Washington,41.329401,–91.725052
881,IA,Wayne,40.739983,–93.332613
882,IA,Webster,42.434397,–94.179157
883,IA,Winnebago,43.378124,–93.743488
884,IA,Winneshiek,43.292989,–91.850788
885,IA,Woodbury,42.39322,–96.053296
886,IA,Worth,43.373491,–93.248533
887,IA,Wright,42.733007,–93.734735
888,KS,Allen,37.884229,–95.300945
889,KS,Anderson,38.215114,–95.292046
890,KS,Atchison,39.532544,–95.313398
891,KS,Barber,37.222906,–98.685052
892,KS,Barton,38.481239,–98.767837
893,KS,Bourbon,37.8561,–94.850928
894,KS,Brown,39.825931,–95.569905
895,KS,Butler,37.773681,–96.838762
896,KS,Chase,38.298553,–96.594064
897,KS,Chautauqua,37.154259,–96.245396
898,KS,Cherokee,37.169392,–94.845698
899,KS,Cheyenne,39.789256,–101.727302
900,KS,Clark,37.233831,–99.813869
901,KS,Clay,39.344964,–97.168853
902,KS,Cloud,39.487329,–97.641390
903,KS,Coffey,38.23645,–95.729137
904,KS,Comanche,37.189071,–99.254089
905,KS,Cowley,37.234507,–96.837247
906,KS,Crawford,37.505628,–94.853941
907,KS,Decatur,39.783542,–100.459708
908,KS,Dickinson,38.867735,–97.157943
909,KS,Doniphan,39.788502,–95.147225
910,KS,Douglas,38.896573,–95.290529
911,KS,Edwards,37.883595,–99.304746
912,KS,Elk,37.456026,–96.244642
913,KS,Ellis,38.914596,–99.317329
914,KS,Ellsworth,38.700845,–98.205355
915,KS,Finney,38.049855,–100.739929
916,KS,Ford,37.688365,–99.884734
917,KS,Franklin,38.558019,–95.278962
918,KS,Geary,39.002155,–96.768038
919,KS,Gove,38.917239,–100.487360
920,KS,Graham,39.349445,–99.880952
921,KS,Grant,37.547537,–101.299362
922,KS,Gray,37.744513,–100.451716
923,KS,Greeley,38.480408,–101.805984
924,KS,Greenwood,37.878659,–96.242232
925,KS,Hamilton,37.995244,–101.793689
926,KS,Harper,37.188184,–98.066590
927,KS,Harvey,38.050144,–97.436707
928,KS,Haskell,37.55855,–100.876869
929,KS,Hodgeman,38.087493,–99.898407
930,KS,Jackson,39.410989,–95.794509
931,KS,Jefferson,39.239644,–95.375314
932,KS,Jewell,39.77701,–98.222584
933,KS,Johnson,38.883907,–94.822330
934,KS,Kearny,37.994461,–101.308136
935,KS,Kingman,37.552951,–98.144529
936,KS,Kiowa,37.561231,–99.286539
937,KS,Labette,37.191468,–95.297473
938,KS,Lane,38.481286,–100.466185
939,KS,Leavenworth,39.189511,–95.038977
940,KS,Lincoln,39.047276,–98.214265
941,KS,Linn,38.216549,–94.844932
942,KS,Logan,38.91327,–101.157407
943,KS,Lyon,38.455498,–96.161589
944,KS,McPherson,38.395812,–97.647489
945,KS,Marion,38.359647,–97.102771
946,KS,Marshall,39.782709,–96.521243
947,KS,Meade,37.243886,–100.360094
948,KS,Miami,38.566772,–94.832963
949,KS,Mitchell,39.393026,–98.207362
950,KS,Montgomery,37.189537,–95.742403
951,KS,Morris,38.687696,–96.644905
952,KS,Morton,37.18525,–101.809516
953,KS,Nemaha,39.791043,–96.005381
954,KS,Neosho,37.564283,–95.315683
955,KS,Ness,38.480437,–99.908745
956,KS,Norton,39.783867,–99.899235
957,KS,Osage,38.649706,–95.727275
958,KS,Osborne,39.348649,–98.767876
959,KS,Ottawa,39.137963,–97.654803
960,KS,Pawnee,38.182873,–99.232154
961,KS,Phillips,39.784506,–99.342150
962,KS,Pottawatomie,39.382187,–96.337113
963,KS,Pratt,37.647594,–98.740120
964,KS,Rawlins,39.786198,–101.076738
965,KS,Reno,37.948185,–98.078346
966,KS,Republic,39.82891,–97.650921
967,KS,Rice,38.347178,–98.201415
968,KS,Riley,39.291211,–96.727489
969,KS,Rooks,39.346006,–99.324492
970,KS,Rush,38.523592,–99.309183
971,KS,Russell,38.916839,–98.765638
972,KS,Saline,38.786327,–97.650153
973,KS,Scott,38.481877,–100.906360
974,KS,Sedgwick,37.683807,–97.459451
975,KS,Seward,37.180585,–100.854741
976,KS,Shawnee,39.041805,–95.755664
977,KS,Sheridan,39.350543,–100.441206
978,KS,Sherman,39.351352,–101.719859
979,KS,Smith,39.78466,–98.785430
980,KS,Stafford,38.03563,–98.719889
981,KS,Stanton,37.565932,–101.789383
982,KS,Stevens,37.202356,–101.315796
983,KS,Sumner,37.236663,–97.493349
984,KS,Thomas,39.357706,–101.083439
985,KS,Trego,38.921302,–99.865423
986,KS,Wabaunsee,38.955154,–96.201262
987,KS,Wallace,38.926626,–101.771103
988,KS,Washington,39.776714,–97.095611
989,KS,Wichita,38.481922,–101.347434
990,KS,Wilson,37.558515,–95.745175
991,KS,Woodson,37.888484,–95.757553
992,KS,Wyandotte,39.115384,–94.763087
993,KY,Adair,37.105541,–85.281401
994,KY,Allen,36.75077,–86.192458
995,KY,Anderson,38.005396,–84.986417
996,KY,Ballard,37.05112,–89.009178
997,KY,Barren,36.963614,–85.924990
998,KY,Bath,38.152249,–83.737641
999,KY,Bell,36.72268,–83.681046
1000,KY,Boone,38.974595,–84.731444
1001,KY,Bourbon,38.202562,–84.209860
1002,KY,Boyd,38.360004,–82.681406
1003,KY,Boyle,37.6182,–84.873016
1004,KY,Bracken,38.678523,–84.100355
1005,KY,Breathitt,37.521178,–83.322401
1006,KY,Breckinridge,37.778109,–86.432829
1007,KY,Bullitt,37.969572,–85.703036
1008,KY,Butler,37.207013,–86.682471
1009,KY,Caldwell,37.148643,–87.870510
1010,KY,Calloway,36.620978,–88.274086
1011,KY,Campbell,38.946981,–84.379583
1012,KY,Carlisle,36.857726,–88.975757
1013,KY,Carroll,38.668284,–85.124083
1014,KY,Carter,38.309555,–83.048821
1015,KY,Casey,37.321962,–84.928220
1016,KY,Christian,36.893388,–87.493554
1017,KY,Clark,37.970133,–84.144974
1018,KY,Clay,37.164466,–83.710763
1019,KY,Clinton,36.729124,–85.153499
1020,KY,Crittenden,37.358149,–88.105010
1021,KY,Cumberland,36.784227,–85.393499
1022,KY,Daviess,37.731671,–87.087139
1023,KY,Edmonson,37.227856,–86.217778
1024,KY,Elliott,38.116425,–83.097541
1025,KY,Estill,37.69246,–83.963927
1026,KY,Fayette,38.040157,–84.458443
1027,KY,Fleming,38.368431,–83.706152
1028,KY,Floyd,37.558283,–82.740337
1029,KY,Franklin,38.234919,–84.868786
1030,KY,Fulton,36.55262,–89.187723
1031,KY,Gallatin,38.760184,–84.862114
1032,KY,Garrard,37.630162,–84.545856
1033,KY,Grant,38.64921,–84.625946
1034,KY,Graves,36.723344,–88.649897
1035,KY,Grayson,37.458577,–86.344011
1036,KY,Green,37.269637,–85.561403
1037,KY,Greenup,38.563596,–82.933833
1038,KY,Hancock,37.843389,–86.792773
1039,KY,Hardin,37.695836,–85.963183
1040,KY,Harlan,36.859223,–83.221497
1041,KY,Harrison,38.443489,–84.332796
1042,KY,Hart,37.313856,–85.881995
1043,KY,Henderson,37.792542,–87.572577
1044,KY,Henry,38.451561,–85.120079
1045,KY,Hickman,36.675916,–88.972020
1046,KY,Hopkins,37.31107,–87.542196
1047,KY,Jackson,37.40332,–84.020686
1048,KY,Jefferson,38.189533,–85.657624
1049,KY,Jessamine,37.873291,–84.583960
1050,KY,Johnson,37.84926,–82.830639
1051,KY,Kenton,38.930477,–84.533492
1052,KY,Knott,37.354703,–82.949138
1053,KY,Knox,36.887476,–83.855630
1054,KY,Larue,37.545518,–85.697209
1055,KY,Laurel,37.113268,–84.119395
1056,KY,Lawrence,38.074459,–82.738305
1057,KY,Lee,37.605383,–83.718497
1058,KY,Leslie,37.087846,–83.388616
1059,KY,Letcher,37.118503,–82.861175
1060,KY,Lewis,38.532051,–83.373303
1061,KY,Lincoln,37.457257,–84.658074
1062,KY,Livingston,37.209517,–88.363426
1063,KY,Logan,36.859829,–86.881436
1064,KY,Lyon,37.023976,–88.083391
1065,KY,McCracken,37.053688,–88.712378
1066,KY,McCreary,36.731136,–84.491052
1067,KY,McLean,37.530575,–87.262931
1068,KY,Madison,37.723528,–84.277008
1069,KY,Magoffin,37.698954,–83.069716
1070,KY,Marion,37.552247,–85.269242
1071,KY,Marshall,36.882017,–88.332752
1072,KY,Martin,37.796774,–82.506623
1073,KY,Mason,38.594068,–83.828052
1074,KY,Meade,37.967476,–86.200863
1075,KY,Menifee,37.950715,–83.597345
1076,KY,Mercer,37.812085,–84.879695
1077,KY,Metcalfe,36.990394,–85.629554
1078,KY,Monroe,36.714077,–85.713508
1079,KY,Montgomery,38.038138,–83.912338
1080,KY,Morgan,37.92294,–83.258944
1081,KY,Muhlenberg,37.213816,–87.134092
1082,KY,Nelson,37.803188,–85.465955
1083,KY,Nicholas,38.337132,–84.025554
1084,KY,Ohio,37.477859,–86.844871
1085,KY,Oldham,38.400046,–85.456059
1086,KY,Owen,38.499603,–84.841509
1087,KY,Owsley,37.423452,–83.691566
1088,KY,Pendleton,38.690765,–84.354041
1089,KY,Perry,37.241282,–83.217772
1090,KY,Pike,37.482067,–82.402869
1091,KY,Powell,37.810379,–83.826985
1092,KY,Pulaski,37.108312,–84.579986
1093,KY,Robertson,38.513826,–84.063757
1094,KY,Rockcastle,37.36122,–84.314419
1095,KY,Rowan,38.205894,–83.425969
1096,KY,Russell,36.989127,–85.058976
1097,KY,Scott,38.289882,–84.579376
1098,KY,Shelby,38.239426,–85.228360
1099,KY,Simpson,36.740863,–86.581464
1100,KY,Spencer,38.026976,–85.321525
1101,KY,Taylor,37.365106,–85.326698
1102,KY,Todd,36.840338,–87.183642
1103,KY,Trigg,36.807681,–87.858652
1104,KY,Trimble,38.618193,–85.355171
1105,KY,Union,37.658029,–87.951650
1106,KY,Warren,36.995634,–86.423579
1107,KY,Washington,37.754209,–85.175416
1108,KY,Wayne,36.802011,–84.830440
1109,KY,Webster,37.520021,–87.685095
1110,KY,Whitley,36.758021,–84.144550
1111,KY,Wolfe,37.743774,–83.495068
1112,KY,Woodford,38.042789,–84.748147
1113,LA,Acadia,30.291497,–92.411037
1114,LA,Allen,30.652744,–92.819605
1115,LA,Ascension,30.202946,–90.910023
1116,LA,Assumption,29.899884,–91.050528
1117,LA,Avoyelles,31.085094,–91.993798
1118,LA,Beauregard,30.645018,–93.340253
1119,LA,Bienville,32.344268,–93.061513
1120,LA,Bossier,32.696202,–93.617977
1121,LA,Caddo,32.577195,–93.882423
1122,LA,Calcasieu,30.229559,–93.358015
1123,LA,Caldwell,32.101244,–92.114180
1124,LA,Cameron,29.871989,–93.165437
1125,LA,Catahoula,31.666517,–91.846703
1126,LA,Claiborne,32.827585,–92.991125
1127,LA,Concordia,31.469806,–91.626314
1128,LA,De Soto,32.059248,–93.740797
1129,LA,East Baton Rouge,30.544002,–91.093174
1130,LA,East Carroll,32.73017,–91.234141
1131,LA,East Feliciana,30.839784,–91.043434
1132,LA,Evangeline,30.720693,–92.404086
1133,LA,Franklin,32.138279,–91.672101
1134,LA,Grant,31.597787,–92.561716
1135,LA,Iberia,29.606013,–91.842706
1136,LA,Iberville,30.288394,–91.363150
1137,LA,Jackson,32.30448,–92.556672
1138,LA,Jefferson,29.5033,–90.036231
1139,LA,Jefferson Davis,30.269529,–92.816221
1140,LA,Lafayette,30.206507,–92.064170
1141,LA,Lafourche,29.491993,–90.394849
1142,LA,La Salle,31.680836,–92.161809
1143,LA,Lincoln,32.601148,–92.662082
1144,LA,Livingston,30.440419,–90.727474
1145,LA,Madison,32.365824,–91.240729
1146,LA,Morehouse,32.820008,–91.800399
1147,LA,Natchitoches,31.734982,–93.086106
1148,LA,Orleans,30.068636,–89.939007
1149,LA,Ouachita,32.477495,–92.154798
1150,LA,Plaquemines,29.402337,–89.298489
1151,LA,Pointe Coupee,30.708319,–91.604621
1152,LA,Rapides,31.193204,–92.535953
1153,LA,Red River,32.101213,–93.349050
1154,LA,Richland,32.418121,–91.758375
1155,LA,Sabine,31.560209,–93.559228
1156,LA,St Bernard,29.91811,–89.263494
1157,LA,St Charles,29.913833,–90.359314
1158,LA,St Helena,30.821423,–90.709350
1159,LA,St James,30.02482,–90.793956
1160,LA,St John the Baptist,30.117471,–90.504677
1161,LA,St Landry,30.583441,–91.989275
1162,LA,St Martin,30.121433,–91.611481
1163,LA,St Mary,29.629349,–91.463804
1164,LA,St Tammany,30.410022,–89.951962
1165,LA,Tangipahoa,30.621581,–90.406633
1166,LA,Tensas,32.001489,–91.342576
1167,LA,Terrebonne,29.333266,–90.844191
1168,LA,Union,32.829349,–92.375650
1169,LA,Vermilion,29.786872,–92.290090
1170,LA,Vernon,31.110563,–93.181520
1171,LA,Washington,30.852144,–90.046253
1172,LA,Webster,32.732152,–93.339825
1173,LA,West Baton Rouge,30.464052,–91.309808
1174,LA,West Carroll,32.79248,–91.451998
1175,LA,West Feliciana,30.872701,–91.421008
1176,LA,Winn,31.941187,–92.641269
1177,ME,Androscoggin,44.167681,–70.207435
1178,ME,Aroostook,46.727057,–68.649410
1179,ME,Cumberland,43.808348,–70.330375
1180,ME,Franklin,44.973012,–70.444727
1181,ME,Hancock,44.564906,–68.370703
1182,ME,Kennebec,44.417012,–69.765764
1183,ME,Knox,44.042045,–69.038515
1184,ME,Lincoln,43.994265,–69.514029
1185,ME,Oxford,44.494585,–70.734688
1186,ME,Penobscot,45.390602,–68.657487
1187,ME,Piscataquis,45.917678,–69.104548
1188,ME,Sagadahoc,43.916694,–69.843994
1189,ME,Somerset,45.507482,–69.976040
1190,ME,Waldo,44.505361,–69.139678
1191,ME,Washington,44.967009,–67.609354
1192,ME,York,43.427239,–70.670402
1193,MD,Allegany,39.612309,–78.703108
1194,MD,Anne Arundel,38.993374,–76.560511
1195,MD,Baltimore,39.443167,–76.616569
1196,MD,Calvert,38.521358,–76.525864
1197,MD,Caroline,38.871531,–75.831631
1198,MD,Carroll,39.563189,–77.015512
1199,MD,Cecil,39.562352,–75.941584
1200,MD,Charles,38.472853,–77.015427
1201,MD,Dorchester,38.429196,–76.047433
1202,MD,Frederick,39.470427,–77.397627
1203,MD,Garrett,39.529871,–79.269416
1204,MD,Harford,39.537429,–76.299789
1205,MD,Howard,39.252264,–76.924406
1206,MD,Kent,39.239177,–76.124200
1207,MD,Montgomery,39.137382,–77.203063
1208,MD,Prince George's,38.82588,–76.847272
1209,MD,Queen Anne's,39.040693,–76.082405
1210,MD,St Mary's,38.222666,–76.534271
1211,MD,Somerset,38.07445,–75.853323
1212,MD,Talbot,38.749427,–76.179130
1213,MD,Washington,39.603621,–77.814671
1214,MD,Wicomico,38.367389,–75.632206
1215,MD,Worcester,38.222133,–75.309932
1216,MD,Baltimore City,39.300214,–76.610516
1217,MA,Barnstable,41.798819,–70.211083
1218,MA,Berkshire,42.375314,–73.213948
1219,MA,Bristol,41.748576,–71.087062
1220,MA,Dukes,41.380939,–70.701536
1221,MA,Essex,42.642711,–70.865107
1222,MA,Franklin,42.583791,–72.591655
1223,MA,Hampden,42.136198,–72.635648
1224,MA,Hampshire,42.339459,–72.663694
1225,MA,Middlesex,42.479477,–71.396507
1226,MA,Nantucket,41.305878,–70.141910
1227,MA,Norfolk,42.169703,–71.179875
1228,MA,Plymouth,41.987196,–70.741942
1229,MA,Suffolk,42.33196,–71.020173
1230,MA,Worcester,42.311693,–71.940282
1231,MI,Alcona,44.682535,–82.834080
1232,MI,Alger,47.080077,–86.564108
1233,MI,Allegan,42.595788,–86.634745
1234,MI,Alpena,44.894954,–83.426574
1235,MI,Antrim,45.005457,–85.175625
1236,MI,Arenac,44.03687,–83.740675
1237,MI,Baraga,46.696068,–88.356022
1238,MI,Barry,42.582811,–85.314550
1239,MI,Bay,43.699711,–83.978701
1240,MI,Benzie,44.648621,–86.494317
1241,MI,Berrien,41.792639,–86.741822
1242,MI,Branch,41.918585,–85.066523
1243,MI,Calhoun,42.24299,–85.012385
1244,MI,Cass,41.91624,–85.999457
1245,MI,Charlevoix,45.513164,–85.450392
1246,MI,Cheboygan,45.47612,–84.495271
1247,MI,Chippewa,46.321819,–84.520630
1248,MI,Clare,43.991137,–84.838325
1249,MI,Clinton,42.950455,–84.591695
1250,MI,Crawford,44.680208,–84.611132
1251,MI,Delta,45.805101,–86.901373
1252,MI,Dickinson,46.012823,–87.866119
1253,MI,Eaton,42.589614,–84.846524
1254,MI,Emmet,45.590094,–84.986822
1255,MI,Genesee,43.021077,–83.706372
1256,MI,Gladwin,43.98975,–84.389816
1257,MI,Gogebic,46.488054,–89.788314
1258,MI,Grand Traverse,44.718688,–85.553848
1259,MI,Gratiot,43.292326,–84.604690
1260,MI,Hillsdale,41.864475,–84.642409
1261,MI,Houghton,46.998305,–88.652066
1262,MI,Huron,43.907616,–82.857045
1263,MI,Ingham,42.603534,–84.373811
1264,MI,Ionia,42.94465,–85.073766
1265,MI,Iosco,44.329482,–82.849447
1266,MI,Iron,46.170249,–88.540409
1267,MI,Isabella,43.645233,–84.839425
1268,MI,Jackson,42.248474,–84.420868
1269,MI,Kalamazoo,42.246266,–85.532854
1270,MI,Kalkaska,44.678881,–85.088992
1271,MI,Kent,43.032497,–85.547446
1272,MI,Keweenaw,47.681981,–88.148802
1273,MI,Lake,43.995187,–85.811400
1274,MI,Lapeer,43.088633,–83.224325
1275,MI,Leelanau,45.146182,–86.051574
1276,MI,Lenawee,41.895915,–84.066853
1277,MI,Livingston,42.602532,–83.911718
1278,MI,Luce,46.940602,–85.582368
1279,MI,Mackinac,46.167981,–85.303756
1280,MI,Macomb,42.671467,–82.910869
1281,MI,Manistee,44.350385,–86.602967
1282,MI,Marquette,46.656597,–87.584028
1283,MI,Mason,43.996636,–86.750814
1284,MI,Mecosta,43.635295,–85.332751
1285,MI,Menominee,45.544174,–87.509892
1286,MI,Midland,43.648378,–84.379220
1287,MI,Missaukee,44.325424,–85.085471
1288,MI,Monroe,41.916097,–83.487106
1289,MI,Montcalm,43.312782,–85.149468
1290,MI,Montmorency,45.024134,–84.130107
1291,MI,Muskegon,43.289258,–86.751892
1292,MI,Newaygo,43.562709,–85.791423
1293,MI,Oakland,42.660452,–83.384210
1294,MI,Oceana,43.647255,–86.807575
1295,MI,Ogemaw,44.33328,–84.128073
1296,MI,Ontonagon,47.216604,–89.500461
1297,MI,Osceola,43.997552,–85.322283
1298,MI,Oscoda,44.685121,–84.124894
1299,MI,Otsego,45.021794,–84.576597
1300,MI,Ottawa,42.942346,–86.655342
1301,MI,Presque Isle,45.489515,–83.384019
1302,MI,Roscommon,44.339517,–84.611272
1303,MI,Saginaw,43.328267,–84.055410
1304,MI,St Clair,42.928804,–82.668914
1305,MI,St Joseph,41.911488,–85.522870
