state_name,county,Sum of LA1and10,Count of CensusTract,LA County Rate,low_access_flag
Illinois,Schuyler,1,3,0.333333333,NO
Illinois,Scott,0,2,0,NO
Illinois,Shelby,2,6,0.333333333,NO
Texas,McMullen,1,1,1,YES
Texas,Oldham,1,1,1,YES
Illinois,Stephenson,1,13,0.076923077,NO
Texas,Parmer,2,2,1,YES
Illinois,Union,1,5,0.2,NO
Illinois,Vermilion,10,24,0.416666667,NO
Texas,Real,1,1,1,YES
Illinois,Warren,1,5,0.2,NO
Illinois,Washington,1,4,0.25,NO
Illinois,Wayne,2,5,0.4,NO
Illinois,White,2,5,0.4,NO
Illinois,Whiteside,8,18,0.444444444,NO
Texas,Red River,4,4,1,YES
Illinois,Williamson,6,15,0.4,NO
Illinois,Winnebago,29,77,0.376623377,NO
Illinois,Woodford,3,9,0.333333333,NO
Indiana,Adams,3,7,0.428571429,NO
Texas,Roberts,1,1,1,YES
Texas,Sherman,1,1,1,YES
Indiana,Benton,0,3,0,NO
Indiana,Blackford,0,4,0,NO
Texas,Sterling,1,1,1,YES
Indiana,Brown,0,4,0,NO
Indiana,Carroll,0,7,0,NO
Indiana,Cass,1,11,0.090909091,NO
Indiana,Clark,11,26,0.423076923,NO
Indiana,Clay,2,6,0.333333333,NO
Indiana,Clinton,0,8,0,NO
Indiana,Crawford,1,3,0.333333333,NO
Indiana,Daviess,1,7,0.142857143,NO
Texas,Sutton,1,1,1,YES
Indiana,Decatur,2,6,0.333333333,NO
Indiana,DeKalb,4,9,0.444444444,NO
Indiana,Delaware,11,30,0.366666667,NO
Indiana,Dubois,2,7,0.285714286,NO
Texas,Terrell,1,1,1,YES
Indiana,Fayette,2,7,0.285714286,NO
Indiana,Floyd,7,20,0.35,NO
Indiana,Fountain,1,5,0.2,NO
Indiana,Franklin,1,5,0.2,NO
Indiana,Fulton,2,6,0.333333333,NO
Indiana,Gibson,1,7,0.142857143,NO
Indiana,Grant,7,16,0.4375,NO
Indiana,Greene,4,9,0.444444444,NO
Texas,Terry,3,3,1,YES
Texas,Throckmorton,1,1,1,YES
Indiana,Harrison,0,6,0,NO
Texas,Uvalde,5,5,1,YES
Indiana,Henry,1,13,0.076923077,NO
Indiana,Howard,8,20,0.4,NO
Texas,Wilbarger,4,4,1,YES
Texas,Young,4,4,1,YES
Indiana,Jasper,2,8,0.25,NO
Indiana,Jay,3,7,0.428571429,NO
Indiana,Jefferson,3,7,0.428571429,NO
Texas,Zapata,3,3,1,YES
Utah,Daggett,1,1,1,YES
Indiana,Knox,4,10,0.4,NO
Indiana,Kosciusko,5,19,0.263157895,NO
Indiana,LaGrange,1,8,0.125,NO
Indiana,Lake,57,117,0.487179487,NO
Utah,Duchesne,3,3,1,YES
Indiana,Lawrence,3,10,0.3,NO
Indiana,Madison,16,37,0.432432432,NO
Indiana,Marion,90,224,0.401785714,NO
Indiana,Marshall,4,12,0.333333333,NO
Indiana,Martin,1,3,0.333333333,NO
Indiana,Miami,4,10,0.4,NO
Indiana,Monroe,9,31,0.290322581,NO
Indiana,Montgomery,4,9,0.444444444,NO
Indiana,Morgan,5,13,0.384615385,NO
Indiana,Newton,1,4,0.25,NO
Indiana,Noble,1,10,0.1,NO
Indiana,Ohio,0,2,0,NO
Indiana,Orange,0,6,0,NO
Indiana,Owen,0,5,0,NO
Utah,Juab,2,2,1,YES
Utah,Kane,2,2,1,YES
Indiana,Pike,0,4,0,NO
Utah,Piute,1,1,1,YES
Utah,Rich,1,1,1,YES
Indiana,Pulaski,1,4,0.25,NO
Indiana,Putnam,3,7,0.428571429,NO
Indiana,Randolph,3,8,0.375,NO
Indiana,Ripley,1,6,0.166666667,NO
Indiana,Rush,0,5,0,NO
Indiana,Scott,0,5,0,NO
Indiana,Shelby,4,10,0.4,NO
Indiana,Spencer,0,5,0,NO
Indiana,St. Joseph,37,75,0.493333333,NO
Indiana,Starke,0,7,0,NO
Indiana,Steuben,3,9,0.333333333,NO
Indiana,Sullivan,1,5,0.2,NO
Indiana,Switzerland,0,3,0,NO
Indiana,Tippecanoe,12,37,0.324324324,NO
Indiana,Tipton,1,4,0.25,NO
Indiana,Union,0,2,0,NO
Indiana,Vanderburgh,15,49,0.306122449,NO
Indiana,Vermillion,1,5,0.2,NO
Indiana,Vigo,12,28,0.428571429,NO
Indiana,Wabash,2,8,0.25,NO
Indiana,Warren,0,2,0,NO
Indiana,Warrick,5,11,0.454545455,NO
Indiana,Washington,1,6,0.166666667,NO
Indiana,Wayne,7,17,0.411764706,NO
Utah,San Juan,4,4,1,YES
Indiana,White,1,8,0.125,NO
Indiana,Whitley,1,7,0.142857143,NO
Iowa,Adair,0,3,0,NO
Iowa,Adams,0,2,0,NO
Iowa,Allamakee,1,5,0.2,NO
Iowa,Appanoose,1,5,0.2,NO
Iowa,Audubon,0,3,0,NO
Iowa,Benton,3,7,0.428571429,NO
Utah,Wayne,1,1,1,YES
Iowa,Boone,1,7,0.142857143,NO
Iowa,Bremer,2,8,0.25,NO
Virginia,Amelia,2,2,1,YES
Iowa,Buena Vista,2,6,0.333333333,NO
Virginia,Bath,1,1,1,YES
Iowa,Calhoun,0,4,0,NO
Iowa,Carroll,2,6,0.333333333,NO
Virginia,Bedford City,1,1,1,YES
Iowa,Cedar,2,5,0.4,NO
Virginia,Buena Vista,1,1,1,YES
Virginia,Charlotte,3,3,1,YES
Virginia,Craig,1,1,1,YES
Iowa,Clarke,0,3,0,NO
Virginia,Cumberland,2,2,1,YES
Iowa,Clayton,0,6,0,NO
Virginia,Floyd,3,3,1,YES
Virginia,Franklin City,2,2,1,YES
Iowa,Dallas,4,15,0.266666667,NO
Iowa,Davis,0,2,0,NO
Iowa,Decatur,0,3,0,NO
Iowa,Delaware,1,4,0.25,NO
Virginia,Highland,1,1,1,YES
Iowa,Dickinson,0,5,0,NO
Virginia,Lexington,1,1,1,YES
Virginia,Manassas Park,2,2,1,YES
Iowa,Fayette,1,7,0.142857143,NO
Virginia,Poquoson,3,3,1,YES
Virginia,Rappahannock,2,2,1,YES
Virginia,Rockbridge,4,4,1,YES
Virginia,Salem,5,5,1,YES
Iowa,Grundy,1,4,0.25,NO
Virginia,Surry,2,2,1,YES
Washington,Columbia,1,1,1,YES
Iowa,Hancock,1,4,0.25,NO
Washington,Garfield,1,1,1,YES
Washington,Klickitat,3,3,1,YES
Washington,Wahkiakum,1,1,1,YES
West Virginia,Gilmer,2,2,1,YES
West Virginia,Hardy,3,3,1,YES
Iowa,Ida,0,3,0,NO
West Virginia,Pendleton,3,3,1,YES
West Virginia,Pocahontas,4,4,1,YES
Wisconsin,Rusk,5,5,1,YES
Wyoming,Carbon,5,5,1,YES
Iowa,Johnson,8,24,0.333333333,NO
Iowa,Jones,2,5,0.4,NO
Iowa,Keokuk,1,4,0.25,NO
Wyoming,Crook,2,2,1,YES
Wyoming,Johnson,2,2,1,YES
Iowa,Linn,22,45,0.488888889,NO
Iowa,Louisa,0,3,0,NO
Iowa,Lucas,1,4,0.25,NO
Iowa,Lyon,1,3,0.333333333,NO
Wyoming,Niobrara,1,1,1,YES
Wyoming,Platte,2,2,1,YES
Iowa,Marion,3,8,0.375,NO
Wyoming,Sublette,2,2,1,YES
Iowa,Mills,2,5,0.4,NO
Wyoming,Weston,2,2,1,YES
Iowa,Monona,1,4,0.25,NO
Iowa,Monroe,1,3,0.333333333,NO
Rhode Island,Bristol,10,11,0.909090909,YES
Iowa,Muscatine,3,10,0.3,NO
Idaho,Latah,6,7,0.857142857,YES
Kansas,McPherson,6,7,0.857142857,YES
Iowa,Page,2,6,0.333333333,NO
Louisiana,Ascension,12,14,0.857142857,YES
Iowa,Plymouth,1,6,0.166666667,NO
Iowa,Pocahontas,1,3,0.333333333,NO
Iowa,Polk,36,98,0.367346939,NO
Iowa,Pottawattamie,13,30,0.433333333,NO
Iowa,Poweshiek,2,5,0.4,NO
Texas,Hockley,6,7,0.857142857,YES
Texas,Milam,6,7,0.857142857,YES
Iowa,Scott,12,47,0.255319149,NO
Iowa,Shelby,1,4,0.25,NO
Iowa,Sioux,0,7,0,NO
Wyoming,Campbell,6,7,0.857142857,YES
Iowa,Tama,2,6,0.333333333,NO
Iowa,Taylor,0,3,0,NO
Alabama,Crenshaw,5,6,0.833333333,YES
Arkansas,Ouachita,5,6,0.833333333,YES
Iowa,Kossuth,5,6,0.833333333,YES
Louisiana,Vernon,10,12,0.833333333,YES
Iowa,Washington,2,5,0.4,NO
Minnesota,Martin,5,6,0.833333333,YES
Iowa,Webster,5,12,0.416666667,NO
Iowa,Winnebago,1,3,0.333333333,NO
Minnesota,Redwood,5,6,0.833333333,YES
Mississippi,Copiah,5,6,0.833333333,YES
Iowa,Worth,0,3,0,NO
Iowa,Wright,2,5,0.4,NO
Mississippi,Lincoln,5,6,0.833333333,YES
Mississippi,Marion,5,6,0.833333333,YES
Kansas,Atchison,1,4,0.25,NO
Kansas,Barber,0,2,0,NO
Mississippi,Yazoo,5,6,0.833333333,YES
Montana,Hill,5,6,0.833333333,YES
Kansas,Brown,1,3,0.333333333,NO
Kansas,Butler,6,13,0.461538462,NO
New Mexico,Taos,5,6,0.833333333,YES
North Dakota,Richland,5,6,0.833333333,YES
Tennessee,Hamblen,10,12,0.833333333,YES
Kansas,Cheyenne,0,1,0,NO
Texas,Gonzales,5,6,0.833333333,YES
Texas,Kleberg,5,6,0.833333333,YES
Utah,Uintah,5,6,0.833333333,YES
Wyoming,Sheridan,5,6,0.833333333,YES
Kansas,Comanche,0,1,0,NO
Arizona,Apache,13,16,0.8125,YES
Alabama,Conecuh,4,5,0.8,YES
Arkansas,Clark,4,5,0.8,YES
Kansas,Dickinson,2,6,0.333333333,NO
Arkansas,Columbia,4,5,0.8,YES
Colorado,Park,4,5,0.8,YES
Kansas,Edwards,0,2,0,NO
Georgia,Appling,4,5,0.8,YES
Georgia,Camden,8,10,0.8,YES
Georgia,Chattahoochee,4,5,0.8,YES
Georgia,Forsyth,36,45,0.8,YES
Georgia,Henry,20,25,0.8,YES
Illinois,Pike,4,5,0.8,YES
Iowa,Crawford,4,5,0.8,YES
Iowa,Harrison,4,5,0.8,YES
Iowa,Winneshiek,4,5,0.8,YES
Minnesota,Polk,8,10,0.8,YES
Minnesota,Roseau,4,5,0.8,YES
Mississippi,Tate,4,5,0.8,YES
Mississippi,Winston,4,5,0.8,YES
Missouri,Pike,4,5,0.8,YES
Kansas,Harper,1,3,0.333333333,NO
Kansas,Harvey,2,6,0.333333333,NO
Montana,Big Horn,4,5,0.8,YES
Nevada,Nye,8,10,0.8,YES
New Mexico,Lincoln,4,5,0.8,YES
Kansas,Jefferson,0,4,0,NO
Oklahoma,Blaine,4,5,0.8,YES
Kansas,Johnson,48,130,0.369230769,NO
Oklahoma,Choctaw,4,5,0.8,YES
Oklahoma,Texas,4,5,0.8,YES
Oklahoma,Woodward,4,5,0.8,YES
Texas,Bastrop,8,10,0.8,YES
Kansas,Lane,0,1,0,NO
Texas,Val Verde,8,10,0.8,YES
West Virginia,Wetzel,4,5,0.8,YES
Wisconsin,Jackson,4,5,0.8,YES
Wisconsin,Richland,4,5,0.8,YES
New York,Putnam,15,19,0.789473684,YES
Virginia,Chesterfield,56,71,0.788732394,YES
Georgia,Ware,7,9,0.777777778,YES
Louisiana,Natchitoches,7,9,0.777777778,YES
Louisiana,Plaquemines,7,9,0.777777778,YES
Kansas,Miami,2,8,0.25,NO
New Mexico,Rio Arriba,7,9,0.777777778,YES
Kansas,Montgomery,3,13,0.230769231,NO
Oklahoma,Cherokee,7,9,0.777777778,YES
Texas,Palo Pinto,7,9,0.777777778,YES
Virginia,Halifax,7,9,0.777777778,YES
Kansas,Neosho,1,5,0.2,NO
Oklahoma,Washington,10,13,0.769230769,YES
Georgia,Cobb,92,120,0.766666667,YES
Kansas,Osage,2,5,0.4,NO
New Mexico,McKinley,13,17,0.764705882,YES
Tennessee,Carter,13,17,0.764705882,YES
Wyoming,Laramie,16,21,0.761904762,YES
Texas,Williamson,67,89,0.752808989,YES
Kansas,Pottawatomie,1,4,0.25,NO
Alabama,Autauga,9,12,0.75,YES
Alabama,Wilcox,3,4,0.75,YES
Kansas,Reno,8,17,0.470588235,NO
Arkansas,Chicot,3,4,0.75,YES
Kansas,Rice,1,3,0.333333333,NO
Arkansas,Lee,3,4,0.75,YES
Arkansas,Madison,3,4,0.75,YES
Arkansas,Randolph,3,4,0.75,YES
Colorado,Alamosa,3,4,0.75,YES
Florida,Baker,3,4,0.75,YES
Florida,Glades,3,4,0.75,YES
Kansas,Sedgwick,57,124,0.459677419,NO
Kansas,Seward,1,5,0.2,NO
Kansas,Shawnee,14,43,0.325581395,NO
Florida,Taylor,3,4,0.75,YES
Idaho,Payette,3,4,0.75,YES
Iowa,Jefferson,3,4,0.75,YES
Kansas,Cloud,3,4,0.75,YES
Kansas,Stanton,0,1,0,NO
Kansas,Geary,6,8,0.75,YES
Louisiana,Morehouse,6,8,0.75,YES
Minnesota,Marshall,3,4,0.75,YES
Kansas,Trego,0,1,0,NO
Minnesota,Todd,6,8,0.75,YES
Missouri,Dent,3,4,0.75,YES
Missouri,Ripley,3,4,0.75,YES
Missouri,Texas,3,4,0.75,YES
Missouri,Wayne,3,4,0.75,YES
Montana,Glacier,3,4,0.75,YES
Kansas,Wyandotte,29,70,0.414285714,NO
Kentucky,Adair,1,7,0.142857143,NO
Kentucky,Allen,1,6,0.166666667,NO
Kentucky,Anderson,2,5,0.4,NO
Kentucky,Ballard,0,3,0,NO
Kentucky,Barren,3,10,0.3,NO
Kentucky,Bath,0,3,0,NO
Kentucky,Bell,1,9,0.111111111,NO
Montana,Richland,3,4,0.75,YES
Kentucky,Bourbon,1,6,0.166666667,NO
Kentucky,Boyd,6,13,0.461538462,NO
Kentucky,Boyle,2,7,0.285714286,NO
Kentucky,Bracken,0,3,0,NO
Kentucky,Breathitt,1,7,0.142857143,NO
Kentucky,Breckinridge,0,6,0,NO
Nebraska,Custer,3,4,0.75,YES
Kentucky,Butler,0,5,0,NO
Kentucky,Caldwell,0,3,0,NO
Kentucky,Calloway,3,9,0.333333333,NO
Kentucky,Campbell,12,25,0.48,NO
Kentucky,Carlisle,0,3,0,NO
Kentucky,Carroll,0,3,0,NO
Kentucky,Carter,1,7,0.142857143,NO
Kentucky,Casey,1,5,0.2,NO
Kentucky,Christian,7,19,0.368421053,NO
Kentucky,Clark,3,10,0.3,NO
Kentucky,Clay,1,6,0.166666667,NO
Kentucky,Clinton,0,3,0,NO
Kentucky,Crittenden,1,4,0.25,NO
Kentucky,Cumberland,0,2,0,NO
Kentucky,Daviess,6,23,0.260869565,NO
Kentucky,Edmonson,0,4,0,NO
Kentucky,Elliott,0,2,0,NO
Kentucky,Estill,0,4,0,NO
Kentucky,Fayette,31,82,0.37804878,NO
Kentucky,Fleming,1,4,0.25,NO
Kentucky,Floyd,1,10,0.1,NO
Kentucky,Franklin,5,11,0.454545455,NO
Kentucky,Fulton,0,2,0,NO
Kentucky,Gallatin,0,2,0,NO
Kentucky,Garrard,0,4,0,NO
Kentucky,Grant,1,4,0.25,NO
Kentucky,Graves,4,9,0.444444444,NO
Kentucky,Grayson,3,7,0.428571429,NO
Kentucky,Green,1,4,0.25,NO
Kentucky,Greenup,4,9,0.444444444,NO
Kentucky,Hancock,1,3,0.333333333,NO
Nebraska,Holt,3,4,0.75,YES
Kentucky,Harlan,1,11,0.090909091,NO
Kentucky,Harrison,2,5,0.4,NO
Kentucky,Hart,1,5,0.2,NO
Kentucky,Henderson,0,11,0,NO
Kentucky,Henry,0,5,0,NO
Kentucky,Hickman,0,1,0,NO
Kentucky,Hopkins,5,12,0.416666667,NO
Kentucky,Jackson,0,3,0,NO
Kentucky,Jefferson,64,191,0.335078534,NO
Kentucky,Jessamine,4,9,0.444444444,NO
Kentucky,Johnson,1,6,0.166666667,NO
Kentucky,Kenton,17,41,0.414634146,NO
Kentucky,Knott,0,5,0,NO
Kentucky,Knox,2,8,0.25,NO
Kentucky,Larue,1,4,0.25,NO
Kentucky,Laurel,4,13,0.307692308,NO
Kentucky,Lawrence,1,5,0.2,NO
Kentucky,Lee,0,3,0,NO
Kentucky,Leslie,0,3,0,NO
Kentucky,Letcher,0,7,0,NO
Kentucky,Lewis,0,4,0,NO
Kentucky,Lincoln,2,6,0.333333333,NO
Nebraska,Saline,3,4,0.75,YES
Kentucky,Logan,2,6,0.333333333,NO
Kentucky,Lyon,0,3,0,NO
Kentucky,Madison,9,19,0.473684211,NO
Kentucky,Magoffin,0,4,0,NO
Kentucky,Marion,1,6,0.166666667,NO
Kentucky,Marshall,2,6,0.333333333,NO
Kentucky,Martin,0,3,0,NO
Kentucky,Mason,1,5,0.2,NO
Nebraska,York,3,4,0.75,YES
Kentucky,McCreary,0,4,0,NO
Kentucky,McLean,0,3,0,NO
Kentucky,Meade,3,8,0.375,NO
Kentucky,Menifee,0,2,0,NO
Kentucky,Mercer,1,5,0.2,NO
Kentucky,Metcalfe,0,3,0,NO
Kentucky,Monroe,0,4,0,NO
Kentucky,Montgomery,1,6,0.166666667,NO
Kentucky,Morgan,1,5,0.2,NO
Kentucky,Muhlenberg,1,9,0.111111111,NO
Kentucky,Nelson,1,9,0.111111111,NO
Kentucky,Nicholas,0,2,0,NO
Kentucky,Ohio,2,7,0.285714286,NO
Kentucky,Oldham,6,14,0.428571429,NO
Kentucky,Owen,1,3,0.333333333,NO
Kentucky,Owsley,0,2,0,NO
Kentucky,Pendleton,0,3,0,NO
Kentucky,Perry,0,8,0,NO
Kentucky,Pike,0,19,0,NO
Kentucky,Powell,0,2,0,NO
Kentucky,Pulaski,4,14,0.285714286,NO
New Mexico,Curry,9,12,0.75,YES
Kentucky,Rockcastle,0,4,0,NO
Kentucky,Rowan,0,4,0,NO
Kentucky,Russell,0,5,0,NO
Kentucky,Scott,6,14,0.428571429,NO
Kentucky,Shelby,0,9,0,NO
Kentucky,Simpson,1,4,0.25,NO
Kentucky,Spencer,0,4,0,NO
Kentucky,Taylor,1,5,0.2,NO
Kentucky,Todd,0,4,0,NO
New Mexico,Eddy,9,12,0.75,YES
Kentucky,Trimble,0,2,0,NO
Kentucky,Union,1,4,0.25,NO
Kentucky,Warren,10,24,0.416666667,NO
Kentucky,Washington,1,3,0.333333333,NO
Kentucky,Wayne,2,5,0.4,NO
Kentucky,Webster,0,4,0,NO
Kentucky,Whitley,1,8,0.125,NO
Kentucky,Wolfe,0,2,0,NO
New Mexico,Torrance,3,4,0.75,YES
Louisiana,Acadia,4,12,0.333333333,NO
North Dakota,Benson,3,4,0.75,YES
North Dakota,McKenzie,3,4,0.75,YES
Louisiana,Assumption,1,6,0.166666667,NO
Louisiana,Avoyelles,4,9,0.444444444,NO
Oklahoma,Atoka,3,4,0.75,YES
Oklahoma,Caddo,6,8,0.75,YES
Louisiana,Bossier,8,22,0.363636364,NO
Oklahoma,Haskell,3,4,0.75,YES
Oklahoma,Jackson,6,8,0.75,YES
Louisiana,Caldwell,1,3,0.333333333,NO
Oklahoma,Kingfisher,3,4,0.75,YES
Oklahoma,Logan,6,8,0.75,YES
Louisiana,Claiborne,2,5,0.4,NO
South Dakota,Davison,3,4,0.75,YES
Texas,Dawson,3,4,0.75,YES
Louisiana,East Baton Rouge,45,92,0.489130435,NO
Texas,Erath,6,8,0.75,YES
Louisiana,East Feliciana,0,5,0,NO
Texas,Karnes,3,4,0.75,YES
Louisiana,Franklin,2,6,0.333333333,NO
Texas,Madison,3,4,0.75,YES
Louisiana,Iberia,3,15,0.2,NO
Louisiana,Iberville,1,7,0.142857143,NO
Texas,Newton,3,4,0.75,YES
Louisiana,Jefferson,29,127,0.228346457,NO
Louisiana,Jefferson Davis,2,7,0.285714286,NO
Texas,Zavala,3,4,0.75,YES
Louisiana,Lafayette,21,43,0.488372093,NO
Louisiana,Lafourche,10,23,0.434782609,NO
Utah,Wasatch,3,4,0.75,YES
Louisiana,Livingston,8,17,0.470588235,NO
Louisiana,Madison,0,5,0,NO
Virginia,Bristol,3,4,0.75,YES
Washington,Douglas,6,8,0.75,YES
Louisiana,Orleans,35,177,0.197740113,NO
Washington,Lincoln,3,4,0.75,YES
West Virginia,Hancock,6,8,0.75,YES
West Virginia,Roane,3,4,0.75,YES
Florida,Charlotte,29,39,0.743589744,YES
Indiana,Hamilton,29,39,0.743589744,YES
Louisiana,Richland,2,6,0.333333333,NO
Georgia,Paulding,14,19,0.736842105,YES
Louisiana,St. Bernard,8,18,0.444444444,NO
Georgia,Glynn,11,15,0.733333333,YES
Georgia,Rockdale,11,15,0.733333333,YES
Georgia,Cherokee,19,26,0.730769231,YES
Illinois,Jefferson,8,11,0.727272727,YES
Louisiana,St. Landry,9,19,0.473684211,NO
Louisiana,St. Martin,3,11,0.272727273,NO
Iowa,Wapello,8,11,0.727272727,YES
Kansas,Cowley,8,11,0.727272727,YES
Louisiana,Webster,8,11,0.727272727,YES
Texas,Hardin,8,11,0.727272727,YES
Virginia,Petersburg,8,11,0.727272727,YES
Minnesota,Washington,36,50,0.72,YES
Louisiana,Vermilion,3,12,0.25,NO
Massachusetts,Barnstable,41,57,0.719298246,YES
Louisiana,Washington,5,11,0.454545455,NO
Tennessee,Montgomery,28,39,0.717948718,YES
Louisiana,West Baton Rouge,2,5,0.4,NO
Louisiana,West Carroll,0,3,0,NO
Arkansas,Boone,5,7,0.714285714,YES
Arkansas,Hot Spring,5,7,0.714285714,YES
Maine,Androscoggin,4,28,0.142857143,NO
Maine,Aroostook,6,24,0.25,NO
Maine,Cumberland,22,67,0.328358209,NO
Maine,Franklin,1,9,0.111111111,NO
Maine,Hancock,2,17,0.117647059,NO
Maine,Kennebec,4,31,0.129032258,NO
Maine,Knox,3,11,0.272727273,NO
Maine,Lincoln,1,9,0.111111111,NO
Maine,Oxford,5,17,0.294117647,NO
Maine,Penobscot,12,46,0.260869565,NO
Maine,Piscataquis,0,8,0,NO
Maine,Sagadahoc,3,8,0.375,NO
Maine,Somerset,5,17,0.294117647,NO
Maine,Waldo,2,8,0.25,NO
Maine,Washington,2,14,0.142857143,NO
Maine,York,14,41,0.341463415,NO
Maryland,Allegany,10,23,0.434782609,NO
Colorado,Fremont,10,14,0.714285714,YES
Maryland,Baltimore,69,214,0.322429907,NO
Maryland,Baltimore City,8,200,0.04,NO
Illinois,Fayette,5,7,0.714285714,YES
Maryland,Caroline,2,9,0.222222222,NO
Indiana,Posey,5,7,0.714285714,YES
Maryland,Cecil,8,19,0.421052632,NO
Kansas,Ford,5,7,0.714285714,YES
Louisiana,Sabine,5,7,0.714285714,YES
Maryland,Frederick,21,61,0.344262295,NO
Maryland,Garrett,1,7,0.142857143,NO
Maryland,Harford,26,57,0.456140351,NO
Maryland,Howard,25,55,0.454545455,NO
Maryland,Kent,0,5,0,NO
Maryland,Montgomery,79,215,0.36744186,NO
Maryland,Prince George's,81,218,0.371559633,NO
Maryland,Queen Anne's,3,12,0.25,NO
Maryland,Somerset,2,8,0.25,NO
Maryland,St. Mary's,7,18,0.388888889,NO
Maryland,Talbot,2,10,0.2,NO
Louisiana,St. James,5,7,0.714285714,YES
Michigan,Menominee,5,7,0.714285714,YES
Maryland,Worcester,8,17,0.470588235,NO
Minnesota,Carlton,5,7,0.714285714,YES
Massachusetts,Berkshire,15,39,0.384615385,NO
Massachusetts,Bristol,50,126,0.396825397,NO
Mississippi,Hancock,5,7,0.714285714,YES
Nebraska,Platte,5,7,0.714285714,YES
Massachusetts,Franklin,5,18,0.277777778,NO
Massachusetts,Hampden,44,103,0.427184466,NO
New Mexico,Cibola,5,7,0.714285714,YES
Massachusetts,Middlesex,128,318,0.402515723,NO
Massachusetts,Nantucket,1,6,0.166666667,NO
New Mexico,San Miguel,5,7,0.714285714,YES
North Carolina,Scotland,5,7,0.714285714,YES
Massachusetts,Suffolk,5,204,0.024509804,NO
Massachusetts,Worcester,79,172,0.459302326,NO
Michigan,Alcona,0,5,0,NO
South Dakota,Codington,5,7,0.714285714,YES
Michigan,Allegan,7,25,0.28,NO
Michigan,Alpena,2,10,0.2,NO
Michigan,Antrim,0,7,0,NO
Michigan,Arenac,2,5,0.4,NO
Texas,Bee,5,7,0.714285714,YES
Michigan,Barry,0,11,0,NO
Michigan,Bay,10,26,0.384615385,NO
Michigan,Benzie,0,5,0,NO
Michigan,Berrien,19,48,0.395833333,NO
Michigan,Branch,2,12,0.166666667,NO
Michigan,Calhoun,18,39,0.461538462,NO
Michigan,Cass,2,11,0.181818182,NO
Michigan,Charlevoix,0,13,0,NO
Michigan,Cheboygan,2,8,0.25,NO
Michigan,Chippewa,4,14,0.285714286,NO
Michigan,Clare,0,11,0,NO
Michigan,Clinton,9,22,0.409090909,NO
Michigan,Crawford,1,5,0.2,NO
Michigan,Delta,5,11,0.454545455,NO
Texas,Houston,5,7,0.714285714,YES
Michigan,Eaton,13,28,0.464285714,NO
Texas,Jim Wells,5,7,0.714285714,YES
Virginia,Prince George,5,7,0.714285714,YES
Michigan,Gladwin,1,9,0.111111111,NO
Michigan,Gogebic,1,7,0.142857143,NO
Michigan,Grand Traverse,5,16,0.3125,NO
Virginia,York,10,14,0.714285714,YES
Michigan,Hillsdale,0,12,0,NO
Michigan,Houghton,3,11,0.272727273,NO
Michigan,Huron,5,12,0.416666667,NO
Michigan,Ingham,37,81,0.456790123,NO
Michigan,Ionia,3,13,0.230769231,NO
Michigan,Iosco,3,9,0.333333333,NO
Michigan,Iron,1,5,0.2,NO
Michigan,Isabella,4,15,0.266666667,NO
Michigan,Jackson,17,38,0.447368421,NO
Michigan,Kalamazoo,27,57,0.473684211,NO
Michigan,Kalkaska,0,5,0,NO
Michigan,Kent,56,128,0.4375,NO
West Virginia,Greenbrier,5,7,0.714285714,YES
Michigan,Lake,1,4,0.25,NO
Michigan,Lapeer,5,24,0.208333333,NO
Michigan,Leelanau,0,6,0,NO
Michigan,Lenawee,9,23,0.391304348,NO
Michigan,Livingston,25,61,0.409836066,NO
Georgia,Gwinnett,80,113,0.707964602,YES
Michigan,Mackinac,2,6,0.333333333,NO
Michigan,Macomb,75,216,0.347222222,NO
Michigan,Manistee,1,9,0.111111111,NO
Michigan,Marquette,7,24,0.291666667,NO
Michigan,Mason,2,8,0.25,NO
Michigan,Mecosta,3,11,0.272727273,NO
West Virginia,Raleigh,12,17,0.705882353,YES
Michigan,Midland,6,19,0.315789474,NO
Michigan,Missaukee,1,4,0.25,NO
Michigan,Monroe,9,39,0.230769231,NO
Michigan,Montcalm,1,13,0.076923077,NO
Michigan,Montmorency,0,5,0,NO
Arkansas,Union,7,10,0.7,YES
Michigan,Newaygo,1,11,0.090909091,NO
Michigan,Oakland,167,338,0.49408284,NO
Michigan,Oceana,2,7,0.285714286,NO
Michigan,Ogemaw,0,7,0,NO
Florida,Flagler,14,20,0.7,YES
Michigan,Osceola,2,6,0.333333333,NO
Michigan,Oscoda,0,5,0,NO
Georgia,Douglas,14,20,0.7,YES
Georgia,Fayette,14,20,0.7,YES
Illinois,Bureau,7,10,0.7,YES
Michigan,Roscommon,1,10,0.1,NO
Michigan,Saginaw,24,56,0.428571429,NO
Michigan,Sanilac,3,12,0.25,NO
Illinois,McDonough,7,10,0.7,YES
Michigan,Shiawassee,8,17,0.470588235,NO
Michigan,St. Clair,23,49,0.469387755,NO
Michigan,St. Joseph,5,17,0.294117647,NO
Michigan,Tuscola,2,13,0.153846154,NO
Michigan,Van Buren,1,15,0.066666667,NO
Michigan,Washtenaw,41,100,0.41,NO
Michigan,Wayne,128,610,0.209836066,NO
Michigan,Wexford,3,8,0.375,NO
Illinois,Morgan,7,10,0.7,YES
Minnesota,Beltrami,7,10,0.7,YES
Mississippi,Lafayette,7,10,0.7,YES
Washington,Whitman,7,10,0.7,YES
Florida,Brevard,79,113,0.699115044,YES
